livro;referencia;tema;categoria;dificuldade;enunciado;alternativa_a;alternativa_b;alternativa_c;alternativa_d;correta;comentario
Êxodo;Êx 18:21;Liderança;Moisés;Média;Que tipo de homens Jetro aconselhou Moisés a escolher como líderes?;Fortes e ricos;Capazes, tementes a Deus e honestos;Os mais velhos;Os sacerdotes;B;Uma boa liderança depende do caráter.
Levítico;Lv 22:31;Obediência;Mandamentos;Fácil;O que Deus ordenou que Israel guardasse?;As tradições dos povos;Seus mandamentos;As leis do Egito;As leis de Canaã;B;Obedecer aos mandamentos demonstrava amor ao Senhor.
Números;Nm 23:8;Confiança;Balaão;Difícil;Quem Balaão disse que poderia amaldiçoar?;Qualquer povo;Somente quem Deus amaldiçoasse;Israel;Os reis;B;Ninguém pode anular aquilo que Deus abençoa.
Deuteronômio;Dt 6:6-7;Família;Ensino;Média;Onde os mandamentos deveriam estar?;Somente no templo;No coração e ensinados aos filhos;Com os sacerdotes;Na arca apenas;B;A fé deveria ser transmitida continuamente à família.
Josué;Js 23:8;Fidelidade;Perseverança;Média;A quem Josué mandou o povo permanecer unido?;Aos sacerdotes;Ao Senhor;Ao exército;À tribo de Judá;B;A permanência em Deus era essencial para o futuro de Israel.
Juízes;Jz 21:25;História de Israel;Juízes;Média;Como era o comportamento do povo quando não havia rei em Israel?;Viviam em paz;Cada um fazia o que parecia certo aos seus olhos;Seguiam fielmente a Lei;Consultavam os profetas;B;O livro termina mostrando a necessidade de obedecer a Deus.
1 Samuel;1Sm 2:2;Deus;Santidade;Fácil;Como Ana descreve o Senhor em seu cântico?;Grande guerreiro;Santo como ninguém;Rei de Israel;Juiz perfeito;B;Ana exalta a santidade única de Deus.
2 Samuel;2Sm 22:2;Proteção;Davi;Fácil;Qual imagem Davi usa para descrever Deus?;Árvore frondosa;Rocha e fortaleza;Rio de águas;Monte santo;B;Davi reconhecia Deus como seu refúgio seguro.
1 Reis;1Rs 3:14;Sabedoria;Salomão;Média;O que Deus pediu para Salomão fazer para ter vida longa?;Construir templos;Andar em seus caminhos;Vencer guerras;Aumentar o reino;B;As promessas de Deus estavam ligadas à obediência.
2 Reis;2Rs 17:39;Adoração;Exclusividade;Média;Somente a quem Israel deveria adorar?;Aos patriarcas;Ao Senhor;Aos profetas;Aos reis;B;A idolatria foi uma das principais causas da queda de Israel.
Salmos;Sl 37:4;Alegria;Confiança;Fácil;Onde devemos encontrar nossa satisfação?;No trabalho;No Senhor;Nas riquezas;Na fama;B;Quem se alegra no Senhor recebe direção para sua vida.
Salmos;Sl 119:11;Palavra de Deus;Santidade;Fácil;Por que o salmista guardava a Palavra no coração?;Para ensinar aos outros;Para não pecar contra Deus;Para decorar a Lei;Para vencer debates;B;A Palavra protege o coração do pecado.
Provérbios;Pv 12:22;Verdade;Caráter;Média;Quem agrada ao Senhor?;Os mais inteligentes;Os que praticam a verdade;Os mais fortes;Os mais ricos;B;Deus se agrada da sinceridade e fidelidade.
Isaías;Is 55:6;Busca;Relacionamento;Fácil;Quando devemos buscar o Senhor?;Somente nas dificuldades;Enquanto se pode achar;Somente aos sábados;Após os cinquenta anos;B;O convite de Deus é urgente.
Jeremias;Jr 31:3;Amor de Deus;Aliança;Média;Com que tipo de amor Deus ama seu povo?;Amor passageiro;Amor eterno;Amor condicional;Amor oculto;B;O amor de Deus permanece para sempre.
Mateus;Mt 6:34;Confiança;Ansiedade;Fácil;Com o que Jesus disse para não nos preocuparmos?;Com o amanhã;Com o sábado;Com os amigos;Com o passado;A;Cada dia tem suas próprias preocupações.
Marcos;Mc 10:14;Jesus;Crianças;Fácil;O que Jesus disse sobre as crianças?;Deixem-nas brincar;Delas é o Reino de Deus;São muito pequenas;Precisam esperar crescer;B;Jesus valorizou a simplicidade e a confiança das crianças.
Lucas;Lc 16:10;Fidelidade;Responsabilidade;Média;Quem é fiel no pouco também será como no muito?;Descuidado;Fiel;Conhecido;Importante;B;Deus observa nossa fidelidade nas pequenas coisas.
João;Jo 15:7;Oração;Comunhão;Média;Qual condição Jesus apresenta para uma oração eficaz?;Orar por muito tempo;Permanecer nele e em sua Palavra;Jejuar quarenta dias;Orar apenas no templo;B;A comunhão com Cristo fortalece a oração.
Atos;At 4:12;Salvação;Jesus;Fácil;Em quem há salvação?;Em Moisés;Somente em Jesus;Nos apóstolos;Na Lei;B;Cristo é o único Salvador.
Romanos;Rm 10:17;Fé;Palavra de Deus;Média;Como nasce a fé?;Pelas experiências;Pelo ouvir a Palavra de Cristo;Pelos milagres;Pelas emoções;B;A Palavra de Deus produz fé no coração.
1 Coríntios;1Co 15:58;Perseverança;Serviço;Média;Como devemos servir ao Senhor?;Quando houver tempo;Firmes e constantes;Somente aos domingos;Apenas quando chamados;B;O trabalho no Senhor nunca é inútil.
2 Coríntios;2Co 4:18;Esperança;Vida Cristã;Difícil;Em que Paulo recomenda fixar os olhos?;Nas coisas visíveis;Nas coisas invisíveis e eternas;No sucesso;No sofrimento;B;O cristão vive com os olhos voltados para a eternidade.
Gálatas;Gl 5:22;Fruto do Espírito;Amor;Fácil;Qual destas características faz parte do fruto do Espírito?;Orgulho;Amor;Inveja;Egoísmo;B;O amor é o primeiro aspecto do fruto do Espírito.
Gálatas;Gl 5:23;Fruto do Espírito;Domínio Próprio;Média;Qual qualidade encerra a lista do fruto do Espírito?;Coragem;Domínio próprio;Sabedoria;Paciência;B;O domínio próprio demonstra maturidade espiritual.
Efésios;Ef 5:2;Vida Cristã;Amor;Média;Como Paulo orienta os cristãos a viver?;Conforme o mundo;Em amor, como Cristo nos amou;Somente pela razão;Segundo as tradições;B;Cristo é o modelo perfeito de amor.
Efésios;Ef 6:11;Armadura de Deus;Batalha Espiritual;Fácil;Para que serve a armadura de Deus?;Conquistar riquezas;Resistir às ciladas do diabo;Vencer guerras humanas;Ganhar autoridade;B;A armadura fortalece o cristão na batalha espiritual.
Filipenses;Fp 4:4;Alegria;Vida Cristã;Fácil;Em quem devemos nos alegrar sempre?;Nos amigos;No Senhor;No trabalho;Na prosperidade;B;A alegria do cristão está em Deus.
Filipenses;Fp 4:6;Oração;Ansiedade;Fácil;O que devemos fazer em vez de andar ansiosos?;Esperar calados;Apresentar tudo a Deus em oração;Dormir mais;Conversar apenas com amigos;B;A oração substitui a ansiedade pela confiança.
Colossenses;Cl 3:23;Trabalho;Serviço;Média;Como devemos realizar nosso trabalho?;Para agradar pessoas;Como para o Senhor;Somente quando observados;Sem dedicação;B;Todo trabalho pode glorificar a Deus.
1 Tessalonicenses;1Ts 5:17;Oração;Perseverança;Fácil;Qual é a orientação de Paulo sobre a oração?;Orar apenas nas refeições;Orar sem cessar;Orar somente na igreja;Orar uma vez por semana;B;A oração deve fazer parte da vida diária.
2 Tessalonicenses;2Ts 3:3;Fidelidade de Deus;Proteção;Média;O que o Senhor fará pelos seus filhos?;Evitar todas as dificuldades;Fortalecer e guardar do mal;Dar riqueza;Retirar todos os problemas;B;Deus permanece fiel aos que nele confiam.
1 Timóteo;1Tm 6:12;Fé;Perseverança;Média;O que Timóteo deveria combater?;A incredulidade dos outros;O bom combate da fé;Os inimigos de Roma;As dificuldades financeiras;B;A vida cristã exige perseverança.
2 Timóteo;2Tm 3:16;Palavra de Deus;Escrituras;Fácil;Quem inspirou toda a Escritura?;Os profetas;Deus;Os apóstolos;Moisés;B;A Bíblia é inspirada por Deus.
Tito;Tt 2:11;Graça;Salvação;Média;O que a graça de Deus trouxe aos homens?;Prosperidade;Salvação;Conhecimento;Autoridade;B;A salvação é resultado da graça de Deus.
Hebreus;Hb 11:6;Fé;Agradar a Deus;Fácil;Sem fé é impossível fazer o quê?;Vencer batalhas;Agradar a Deus;Ser feliz;Orar;B;A fé é indispensável no relacionamento com Deus.
Hebreus;Hb 12:2;Jesus;Exemplo;Média;Para quem devemos olhar na caminhada cristã?;Para os líderes;Para Jesus;Para os profetas;Para os anjos;B;Cristo é o autor e consumador da nossa fé.
Tiago;Tg 1:5;Sabedoria;Oração;Fácil;O que Deus faz a quem pede sabedoria?;Repreende;Concede generosamente;Silencia;Adia a resposta;B;Deus dá sabedoria àqueles que pedem com fé.
Tiago;Tg 5:16;Oração;Comunhão;Média;O que Tiago recomenda fazer além de orar?;Jejuar quarenta dias;Confessar os pecados uns aos outros;Construir altares;Peregrinar;B;A comunhão fortalece a vida espiritual.
1 Pedro;1Pe 5:7;Confiança;Ansiedade;Fácil;O que devemos lançar sobre Deus?;Nossos talentos;Toda a nossa ansiedade;Somente nossas dúvidas;As necessidades dos outros;B;Deus cuida de seus filhos.
2 Pedro;2Pe 3:18;Crescimento Espiritual;Graça;Média;Em que Pedro incentiva os cristãos a crescer?;Em riquezas;Na graça e no conhecimento de Cristo;Na influência;Na fama;B;O crescimento espiritual é contínuo.
1 João;1Jo 4:19;Amor;Relacionamento com Deus;Fácil;Por que nós amamos a Deus?;Porque somos bons;Porque Ele nos amou primeiro;Porque temos medo;Porque fomos ensinados;B;Todo amor começa na iniciativa de Deus.
Apocalipse;Ap 22:13;Jesus;Identidade;Média;Como Jesus se apresenta no último capítulo da Bíblia?;Leão de Judá;Alfa e Ômega;Bom Pastor;Luz do Mundo;B;Jesus é o princípio e o fim de todas as coisas.
Gênesis;Gn 13:8;Relacionamentos;Paz;Fácil;O que Abraão propôs a Ló para evitar conflitos?;Construir um altar;Separarem-se em paz;Voltar para Harã;Dividir o rebanho igualmente;B;Abraão preferiu a paz ao conflito.
Gênesis;Gn 45:5;Perdão;José;Média;O que José disse aos irmãos sobre sua ida ao Egito?;Foi um castigo;Deus o enviou para preservar vidas;Foi um erro;Foi culpa deles apenas;B;José reconheceu a soberania de Deus.
Êxodo;Êx 14:13;Confiança;Mar Vermelho;Fácil;O que Moisés disse ao povo diante do Mar Vermelho?;Corram;Não temam, fiquem firmes;Voltem ao Egito;Construam barcos;B;Moisés incentivou o povo a confiar em Deus.
Levítico;Lv 19:32;Respeito;Próximo;Média;Quem deveria receber respeito especial em Israel?;Os soldados;Os idosos;Os comerciantes;Os estrangeiros;B;Honrar os idosos fazia parte da Lei.
Números;Nm 11:29;Espírito Santo;Moisés;Difícil;Qual era o desejo de Moisés em relação ao povo?;Que todos fossem reis;Que todos recebessem o Espírito do Senhor;Que todos fossem sacerdotes;Que todos fossem ricos;B;Moisés desejava que todo o povo fosse usado por Deus.
Deuteronômio;Dt 10:20;Temor de Deus;Fidelidade;Média;Além de temer ao Senhor, o que Moisés ordenou?;Confiar nos reis;Servi-lo e apegar-se a Ele;Buscar riquezas;Construir fortalezas;B;O relacionamento com Deus envolve temor e fidelidade.
Josué;Js 1:7;Coragem;Palavra de Deus;Média;Para prosperar, do que Josué não deveria se desviar?;Dos conselhos do povo;Da Lei de Deus;Das tradições;Dos sacerdotes;B;A obediência à Palavra conduziria Josué.
Juízes;Jz 2:10;Ensino;Nova Geração;Difícil;O que aconteceu com a geração seguinte após a morte dos líderes?;Conhecia melhor a Deus;Não conhecia o Senhor;Conquistou novas terras;Reconstruiu o tabernáculo;B;A importância de transmitir a fé às novas gerações.
Rute;Rt 1:16;Fidelidade;Rute;Fácil;O que Rute declarou a Noemi?;Voltarei para Moabe;O teu povo será o meu povo;Seguirei Boaz;Viverei sozinha;B;Rute demonstrou fidelidade e amor à sua sogra.
1 Samuel;1Sm 15:23;Obediência;Saul;Média;A rebeldia é comparada por Samuel a qual pecado?;Mentira;Feitiçaria;Roubo;Adultério;B;A desobediência é muito séria diante de Deus.
2 Samuel;2Sm 6:14;Louvor;Davi;Fácil;Como Davi celebrou a chegada da arca?;Com um discurso;Dançando diante do Senhor;Com um jejum;Com silêncio;B;Davi expressou alegria e gratidão.
1 Reis;1Rs 18:37;Oração;Elias;Média;Por que Elias pediu que Deus respondesse com fogo?;Para destruir os inimigos;Para que o povo reconhecesse o Senhor;Para provar sua força;Para impressionar Acabe;B;O objetivo era levar o povo de volta a Deus.
2 Reis;2Rs 22:19;Humildade;Josias;Difícil;Por que Deus ouviu a oração do rei Josias?;Porque era rei;Porque seu coração se humilhou;Porque fez ofertas;Porque venceu batalhas;B;Deus honra um coração humilde.
Salmos;Sl 23:1;Confiança;Deus Pastor;Fácil;O que não faltará a quem tem o Senhor como pastor?;Coragem;Nada;Amigos;Riquezas;B;Deus supre as necessidades do seu povo.
Provérbios;Pv 16:18;Sabedoria;Humildade;Fácil;O que vem antes da queda?;A pobreza;A soberba;O medo;A tristeza;B;O orgulho conduz à destruição.
Eclesiastes;Ec 4:9;Relacionamentos;Companhia;Média;Por que é melhor serem dois do que um?;Trabalham menos;Recebem melhor recompensa pelo trabalho;Viajam mais rápido;Dormem melhor;B;A união fortalece e ajuda nas dificuldades.
Isaías;Is 40:31;Esperança;Força;Fácil;O que acontece com os que esperam no Senhor?;Nunca enfrentam problemas;Renovam as suas forças;Ficam mais ricos;Vivem sem dificuldades;B;Deus fortalece aqueles que nele confiam.
Jeremias;Jr 29:11;Esperança;Promessas;Média;Que tipo de planos Deus declarou ter para seu povo?;Planos de destruição;Planos de paz e esperança;Planos de guerra;Planos ocultos;B;Deus deseja conceder um futuro de esperança.
Mateus;Mt 5:14;Testemunho;Luz do Mundo;Fácil;Como Jesus chamou seus discípulos?;Sal da terra;Luz do mundo;Pescadores;Servos;B;Os cristãos devem iluminar o mundo com seu testemunho.
Marcos;Mc 10:45;Jesus;Serviço;Média;Para que o Filho do Homem veio?;Ser servido;Servir e dar sua vida em resgate por muitos;Julgar imediatamente;Fundar um reino terreno;B;Jesus é o maior exemplo de serviço.
Lucas;Lc 6:31;Relacionamentos;Regra de Ouro;Fácil;Como devemos tratar as outras pessoas?;Como elas nos tratam;Como gostaríamos de ser tratados;Conforme merecem;Com distância;B;Jesus ensina a prática do amor ao próximo.
João;Jo 11:25;Jesus;Ressurreição;Média;Como Jesus se apresentou a Marta?;Bom Pastor;Ressurreição e Vida;Luz do Mundo;Pão da Vida;B;Quem crê em Cristo tem esperança eterna.
Atos;At 16:31;Salvação;Fé;Fácil;O que Paulo respondeu ao carcereiro de Filipos?;Guarde a Lei;Crê no Senhor Jesus e serás salvo;Vá ao templo;Jejue sete dias;B;A salvação é recebida mediante a fé em Cristo.
Romanos;Rm 12:2;Vida Cristã;Transformação;Média;Como podemos experimentar a vontade de Deus?;Seguindo a maioria;Renovando a mente;Buscando riquezas;Evitando dificuldades;B;A transformação interior permite discernir a vontade de Deus.
1 Coríntios;1Co 13:13;Amor;Virtudes;Média;Qual é a maior entre a fé, a esperança e o amor?;A fé;O amor;A esperança;As três são iguais;B;O amor permanece como a maior virtude cristã.
2 Coríntios;2Co 5:17;Vida Cristã;Nova Criatura;Fácil;O que acontece com quem está em Cristo?;Recebe mais riquezas;É uma nova criatura;Nunca mais erra;Torna-se anjo;B;A vida em Cristo transforma completamente a pessoa.
2 Coríntios;2Co 12:9;Graça;Força;Média;Quando o poder de Deus se aperfeiçoa?;Na riqueza;Na fraqueza;Na juventude;Na vitória;B;A graça de Deus se manifesta especialmente em nossa fraqueza.
Gálatas;Gl 2:20;Vida Cristã;Identidade;Média;Quem passa a viver no cristão, segundo Paulo?;O próprio Paulo;Cristo;Os anjos;A igreja;B;A nova vida do cristão é vivida em Cristo.
Efésios;Ef 2:8;Salvação;Graça;Fácil;A salvação é recebida por meio de quê?;Das obras;Da graça, mediante a fé;Da tradição;Dos sacrifícios;B;A salvação é um presente de Deus.
Efésios;Ef 4:29;Palavras;Edificação;Média;Como devem ser nossas palavras?;Duras;Boas para edificar;Poucas;Somente formais;B;As palavras devem fortalecer quem as ouve.
Filipenses;Fp 1:6;Confiança;Obra de Deus;Média;Quem completará a boa obra iniciada no cristão?;A igreja;Deus;O pastor;A família;B;Deus é fiel para concluir sua obra.
Filipenses;Fp 2:5;Jesus;Humildade;Fácil;Que atitude Paulo recomenda aos cristãos?;Buscar reconhecimento;Ter a mesma atitude de Cristo;Evitar responsabilidades;Viver isolados;B;Cristo é nosso exemplo de humildade.
Colossenses;Cl 3:15;Paz;Vida Cristã;Média;O que deve governar o coração do cristão?;Os sentimentos;A paz de Cristo;O medo;A opinião das pessoas;B;A paz de Cristo orienta nossas decisões.
1 Tessalonicenses;1Ts 5:16;Alegria;Vida Cristã;Fácil;Como Paulo orienta os cristãos a viver?;Sempre preocupados;Sempre alegres;Sempre em silêncio;Sempre jejuando;B;A alegria é fruto da confiança em Deus.
2 Tessalonicenses;2Ts 3:13;Perseverança;Boas Obras;Fácil;O que Paulo diz sobre fazer o bem?;Pare quando cansar;Não se cansem de fazer o bem;Faça somente aos conhecidos;Espere recompensa;B;O bem deve ser constante na vida do cristão.
1 Timóteo;1Tm 1:5;Amor;Ensino;Difícil;Qual é o objetivo da instrução cristã?;Conhecimento;Amor que procede de coração puro;Autoridade;Respeito;B;Todo ensino bíblico deve produzir amor verdadeiro.
2 Timóteo;2Tm 4:7;Perseverança;Fé;Média;O que Paulo declarou no fim de sua vida?;Construí um grande ministério;Combati o bom combate e guardei a fé;Nunca sofri;Conquistei o mundo;B;Paulo permaneceu fiel até o fim.
Tito;Tt 2:7-8;Testemunho;Exemplo;Média;Como Tito deveria ensinar?;Com dureza;Com integridade e seriedade;Somente por cartas;Com muitos discursos;B;O exemplo fortalece o ensino.
Hebreus;Hb 10:23;Esperança;Fidelidade;Fácil;Por que podemos manter firme a esperança?;Porque somos fortes;Porque Deus é fiel;Porque somos muitos;Porque temos experiência;B;A fidelidade de Deus sustenta nossa esperança.
Hebreus;Hb 12:1;Perseverança;Corrida da Fé;Média;O que devemos deixar para correr a carreira cristã?;Os amigos;Todo peso e o pecado;O trabalho;Os estudos;B;Precisamos remover aquilo que atrapalha nossa caminhada.
Tiago;Tg 1:22;Palavra de Deus;Prática;Fácil;O que Tiago diz sobre ouvir a Palavra?;É suficiente;É preciso praticá-la;Basta memorizar;Basta ensinar;B;A verdadeira fé produz obediência.
1 Pedro;1Pe 1:15;Santidade;Vida Cristã;Média;Como deve viver aquele que foi chamado por Deus?;Como todos vivem;Em santidade;Em isolamento;Somente no templo;B;O cristão reflete o caráter santo de Deus.
2 Pedro;2Pe 1:10;Chamado;Firmeza;Difícil;O que Pedro recomenda aos cristãos confirmar?;Sua profissão;Seu chamado e eleição;Sua riqueza;Sua influência;B;A perseverança confirma a fé genuína.
1 João;1Jo 2:15;Vida Cristã;Mundo;Média;O que João orienta os cristãos a não amar?;Os irmãos;O mundo e o que nele há;A família;O trabalho;B;O amor a Deus deve estar acima dos valores do mundo.
Apocalipse;Ap 21:4;Esperança;Nova Jerusalém;Fácil;O que não existirá na nova criação?;Montanhas;Morte, choro e dor;Árvores;Animais;B;Deus fará novas todas as coisas e eliminará o sofrimento.
Gênesis;Gn 12:2;Promessas;Abraão;Fácil;O que Deus prometeu fazer de Abraão?;Um rei poderoso;Uma grande nação;Um sacerdote;Um profeta;B;A promessa marcou o início da formação do povo de Israel.
Gênesis;Gn 28:15;Presença de Deus;Jacó;Média;O que Deus prometeu a Jacó durante o sonho em Betel?;Muitas riquezas;Estar com ele por onde fosse;Um exército;Um palácio;B;Deus reafirmou sua aliança com Jacó.
Êxodo;Êx 20:3;Mandamentos;Adoração;Fácil;Qual foi o primeiro mandamento?;Guardar o sábado;Não ter outros deuses;Honrar os pais;Não furtar;B;Deus exige adoração exclusiva.
Êxodo;Êx 34:6;Deus;Caráter;Média;Como Deus se revelou a Moisés?;Somente poderoso;Compassivo e misericordioso;Somente justo;Somente santo;B;O Senhor revelou seu caráter cheio de graça e verdade.
Levítico;Lv 18:4;Obediência;Mandamentos;Média;O que Deus ordenou que Israel guardasse?;Os costumes do Egito;Seus estatutos e juízos;As tradições dos povos;As leis de Canaã;B;Israel deveria viver segundo a vontade de Deus.
Números;Nm 20:12;Obediência;Moisés;Difícil;Por que Moisés não entrou na Terra Prometida?;Por causa da idade;Porque desobedeceu a Deus diante do povo;Porque perdeu uma batalha;Porque ficou doente;B;A desobediência teve consequências mesmo para Moisés.
Deuteronômio;Dt 4:39;Deus;Soberania;Fácil;Onde Deus é Senhor?;Somente em Israel;Nos céus e na terra;Somente no templo;Somente no deserto;B;Não existe outro Deus além do Senhor.
Josué;Js 10:13;Milagres;Sol;Média;O que aconteceu durante a batalha contra os amorreus?;Choveu fogo;O sol parou;O Jordão secou;Os muros caíram;B;Deus realizou um grande milagre em favor de Israel.
Juízes;Jz 7:7;Fé;Gideão;Média;Com quantos homens Deus deu a vitória a Gideão?;Mil;Trezentos;Cinquenta;Dez mil;B;A vitória mostrou que o poder vinha de Deus.
Rute;Rt 2:12;Fé;Boaz;Fácil;Debaixo de quem Boaz disse que Rute buscou refúgio?;Noemi;Do Senhor;Israel;Abraão;B;Boaz reconheceu a confiança de Rute em Deus.
1 Samuel;1Sm 17:45;Fé;Golias;Fácil;Em nome de quem Davi enfrentou Golias?;Do rei Saul;Do Senhor dos Exércitos;De Israel;De Samuel;B;A confiança de Davi estava em Deus.
2 Samuel;2Sm 22:50;Louvor;Gratidão;Média;Onde Davi declarou que louvaria o Senhor?;Somente em Jerusalém;Entre as nações;No palácio;No templo;B;Davi desejava tornar Deus conhecido entre todos os povos.
1 Reis;1Rs 8:27;Deus;Grandeza;Difícil;Segundo Salomão, os céus podem conter Deus?;Sim;Não;Somente o terceiro céu;Apenas simbolicamente;B;Deus é infinitamente maior que toda a criação.
2 Reis;2Rs 5:14;Milagres;Naamã;Fácil;Quantas vezes Naamã mergulhou no Jordão?;Três;Sete;Dez;Doze;B;Ao obedecer à Palavra de Deus, Naamã foi curado.
Salmos;Sl 18:2;Proteção;Confiança;Fácil;Como o salmista chama o Senhor?;Companheiro;Rocha, fortaleza e libertador;Rei de Israel;Juiz;B;Deus é apresentado como refúgio seguro.
Salmos;Sl 119:105;Palavra de Deus;Direção;Fácil;A Palavra de Deus é comparada a quê?;Uma espada;Lâmpada para os pés;Uma coroa;Uma muralha;B;As Escrituras iluminam o caminho do cristão.
Provérbios;Pv 15:1;Sabedoria;Palavras;Fácil;O que a resposta branda faz?;Aumenta a discussão;Desvia o furor;Provoca ira;Encerra amizades;B;Palavras sábias promovem a paz.
Provérbios;Pv 27:1;Sabedoria;Humildade;Média;Sobre o que não devemos nos vangloriar?;Do passado;Do dia de amanhã;Da família;Do trabalho;B;O futuro pertence a Deus.
Isaías;Is 53:5;Jesus;Profecias Messiânicas;Média;Por que o Servo foi ferido, segundo Isaías?;Por seus próprios erros;Por nossas transgressões;Pelos romanos;Por seus discípulos;B;Isaías profetizou o sacrifício de Cristo.
Jeremias;Jr 33:6;Esperança;Restauração;Difícil;O que Deus prometeu trazer ao seu povo?;Riquezas;Saúde, cura e paz;Vitórias militares;Novos reis;B;O Senhor prometeu restaurar completamente seu povo.
Ezequiel;Ez 11:19;Transformação;Novo Coração;Média;O que Deus prometeu dar ao seu povo além de um novo espírito?;Uma nova cidade;Um coração de carne;Um novo rei;Mais riquezas;B;Deus prometeu transformar o interior do seu povo.
Daniel;Dn 1:8;Santidade;Daniel;Fácil;O que Daniel decidiu não fazer na Babilônia?;Servir ao rei;Contaminar-se com a comida do rei;Aprender outro idioma;Morar no palácio;B;Daniel permaneceu fiel a Deus mesmo longe de sua terra.
Daniel;Dn 3:17;Fé;Fornalha;Média;O que Sadraque, Mesaque e Abede-Nego disseram sobre Deus?;Talvez não possa salvar;Ele pode nos livrar da fornalha;Precisamos fugir;Esperaremos outro profeta;B;Eles confiaram plenamente no poder de Deus.
Daniel;Dn 6:10;Oração;Daniel;Fácil;Quantas vezes por dia Daniel orava?;Uma;Três;Cinco;Sete;B;Daniel manteve sua rotina de oração apesar da perseguição.
Oséias;Os 6:6;Adoração;Misericórdia;Média;O que Deus deseja mais do que sacrifícios?;Grandes ofertas;Misericórdia e conhecimento de Deus;Jejuns longos;Festas religiosas;B;Deus valoriza um coração obediente acima dos rituais.
Joel;Jl 2:13;Arrependimento;Coração;Média;O que Deus pediu que o povo rasgasse?;As roupas;O coração;As tendas;Os pergaminhos;B;O arrependimento verdadeiro começa no interior.
Amós;Am 3:3;Relacionamentos;Comunhão;Fácil;Podem duas pessoas andar juntas sem acordo?;Sim;Não;Somente na guerra;Somente na festa;B;A comunhão depende de unidade.
Obadias;Ob 1:15;Juízo;Nações;Difícil;Sobre quem virá o Dia do Senhor, segundo Obadias?;Somente Edom;Sobre todas as nações;Somente Israel;Somente Babilônia;B;O juízo de Deus alcançará todas as nações.
Jonas;Jn 2:9;Salvação;Jonas;Fácil;Segundo Jonas, a salvação pertence a quem?;Ao povo de Israel;Ao Senhor;Aos profetas;Aos sacerdotes;B;A salvação é obra exclusiva de Deus.
Miquéias;Mq 7:18;Perdão;Misericórdia;Média;O que Deus faz com prazer?;Julgar;Usar de misericórdia;Castigar;Silenciar;B;A misericórdia revela o caráter amoroso de Deus.
Habacuque;Hc 3:19;Confiança;Força;Média;Quem é a força de Habacuque?;Seu povo;O Senhor Deus;Seu exército;Sua experiência;B;Mesmo em tempos difíceis, Habacuque confiou em Deus.
Sofonias;Sf 3:17;Amor de Deus;Alegria;Fácil;Como Deus demonstra seu amor pelo seu povo?;Com silêncio;Regozijando-se com alegria;Somente com milagres;Através dos reis;B;Deus se alegra em seu povo e o fortalece.
Ageu;Ag 2:9;Templo;Glória;Média;Como seria a glória do segundo templo?;Menor que a do primeiro;Maior que a do primeiro;Igual à do primeiro;Inexistente;B;Deus prometeu uma glória ainda maior.
Zacarias;Zc 9:9;Jesus;Profecias Messiânicas;Média;Como o Rei prometido entraria em Jerusalém?;Num cavalo branco;Montado em um jumento;Em uma carruagem;A pé;B;A profecia foi cumprida por Jesus.
Malaquias;Ml 4:2;Esperança;Justiça;Difícil;Como Deus é chamado para os que temem o seu nome?;Leão de Judá;Sol da Justiça;Rocha Eterna;Rei dos Reis;B;O Senhor traz cura e esperança ao seu povo.
Mateus;Mt 11:29;Jesus;Discipulado;Fácil;O que Jesus convida as pessoas a aprenderem dele?;Como fazer milagres;Mansidão e humildade;Como governar;Como enriquecer;B;Cristo é o modelo perfeito de humildade.
Marcos;Mc 8:36;Salvação;Prioridades;Média;De que adianta ganhar o mundo inteiro e perder o quê?;Os amigos;A alma;A saúde;A família;B;Nada vale mais que a vida eterna.
Lucas;Lc 18:14;Humildade;Oração;Média;Quem voltou justificado para casa na parábola?;O fariseu;O publicano;Os dois;Nenhum deles;B;Deus exalta quem se humilha diante dele.
João;Jo 14:6;Jesus;Salvação;Fácil;Como Jesus se apresenta aos discípulos?;Bom Pastor;Caminho, Verdade e Vida;Luz do Mundo;Videira Verdadeira;B;Somente por Cristo chegamos ao Pai.
Atos;At 17:11;Palavra de Deus;Bereanos;Média;Por que os bereanos foram elogiados?;Porque eram ricos;Porque examinavam diariamente as Escrituras;Porque viajavam muito;Porque construíram igrejas;B;Eles conferiam nas Escrituras tudo o que ouviam.
Romanos;Rm 8:31;Confiança;Vitória;Fácil;Se Deus é por nós, quem será contra nós?;Qualquer pessoa;Ninguém;Somente Satanás;Os inimigos;B;Paulo destaca que nenhuma oposição supera o cuidado de Deus.
Romanos;Rm 12:10;Relacionamentos;Amor Fraternal;Fácil;Como devemos tratar nossos irmãos na fé?;Com indiferença;Com amor fraternal e honra;Somente com respeito;Como conhecidos;B;O amor cristão deve ser demonstrado na prática.
1 Coríntios;1Co 6:19;Espírito Santo;Templo;Média;O corpo do cristão é templo de quem?;Dos anjos;Do Espírito Santo;Da igreja;Da Lei;B;Deus habita na vida daqueles que pertencem a Cristo.
1 Coríntios;1Co 9:24;Perseverança;Disciplina;Média;Como Paulo compara a vida cristã?;A uma construção;A uma corrida;A uma viagem;A uma colheita;B;O cristão deve perseverar como um atleta disciplinado.
2 Coríntios;2Co 5:7;Fé;Confiança;Fácil;Como o cristão deve viver?;Pela vista;Pela fé;Pelos sentimentos;Pela experiência;B;A fé conduz a caminhada do discípulo de Cristo.
